transaction_id,amount,hour,is_foreign,is_new_device,transactions_today,account_age_days,is_fraud,risk_score,risk_level,anomaly,anomaly_label
213,185,13,0,1,1,1103,0,0.0,Low Risk,1,Normal
214,236,10,0,1,1,1962,0,0.0,Low Risk,1,Normal
215,195,21,0,0,1,1937,0,0.0,Low Risk,1,Normal
216,396,15,1,1,2,2702,0,0.0,Low Risk,-1,Anomaly
217,78,8,0,0,3,253,0,0.0,Low Risk,1,Normal
218,243,16,0,0,4,1486,0,0.0,Low Risk,1,Normal
219,426,10,1,0,3,1392,0,0.0,Low Risk,1,Normal
220,69,11,0,0,1,1384,0,0.0,Low Risk,1,Normal
221,2556,4,1,1,13,23,1,100.0,High Risk,1,Normal
222,295,8,0,0,4,2084,0,0.0,Low Risk,1,Normal
223,2372,2,1,1,8,1,1,100.0,High Risk,-1,Anomaly
224,226,14,0,1,3,2411,0,0.0,Low Risk,1,Normal
225,212,18,0,0,4,899,0,0.0,Low Risk,1,Normal
226,45,16,0,0,2,1122,0,0.0,Low Risk,1,Normal
227,274,12,0,0,2,1488,0,0.0,Low Risk,1,Normal
228,59,8,0,0,3,751,0,0.0,Low Risk,1,Normal
229,292,16,0,0,4,2428,0,0.0,Low Risk,1,Normal
230,460,10,0,0,4,647,0,0.0,Low Risk,1,Normal
231,48,18,1,0,1,1666,0,0.0,Low Risk,-1,Anomaly
232,336,8,1,0,3,1321,0,0.0,Low Risk,1,Normal
233,3877,4,1,0,19,2,1,100.0,High Risk,-1,Anomaly
234,109,13,0,0,3,721,0,0.0,Low Risk,1,Normal
235,298,15,0,0,1,2506,0,0.0,Low Risk,1,Normal
236,349,21,0,0,2,2648,0,0.0,Low Risk,1,Normal
237,392,12,0,0,3,595,0,0.0,Low Risk,1,Normal
238,134,15,0,0,2,1512,0,0.0,Low Risk,1,Normal
239,1589,2,1,0,16,19,1,100.0,High Risk,-1,Anomaly
240,199,16,0,0,4,2016,0,0.0,Low Risk,1,Normal
241,433,12,0,0,1,307,0,0.0,Low Risk,1,Normal
242,401,12,0,0,4,1925,0,0.0,Low Risk,1,Normal
243,437,10,0,0,2,810,0,0.0,Low Risk,1,Normal
244,370,13,0,0,1,1397,0,0.0,Low Risk,1,Normal
245,401,17,0,0,3,2493,0,0.0,Low Risk,1,Normal
246,159,8,1,0,1,1576,0,0.0,Low Risk,-1,Anomaly
247,169,11,0,0,1,519,0,0.0,Low Risk,1,Normal
248,233,9,0,0,1,2512,0,0.0,Low Risk,1,Normal
249,98,21,0,0,3,2003,0,0.0,Low Risk,1,Normal
250,298,16,0,1,1,1778,0,0.0,Low Risk,1,Normal
251,205,9,0,0,3,1161,0,0.0,Low Risk,1,Normal
252,84,8,0,0,1,436,0,0.0,Low Risk,1,Normal
253,242,17,0,0,1,1292,0,0.0,Low Risk,1,Normal
254,172,20,0,0,2,2583,0,0.0,Low Risk,1,Normal
255,53,14,1,0,4,2208,0,0.0,Low Risk,-1,Anomaly
256,1801,5,1,1,19,19,1,100.0,High Risk,-1,Anomaly
257,357,9,0,0,2,2541,0,0.0,Low Risk,1,Normal
258,417,12,0,0,3,870,0,0.0,Low Risk,1,Normal
259,122,13,0,0,3,904,0,0.0,Low Risk,1,Normal
260,2319,0,1,1,15,13,1,100.0,High Risk,1,Normal
261,183,21,0,0,4,476,0,0.0,Low Risk,1,Normal
262,69,12,0,0,3,2679,0,0.0,Low Risk,1,Normal
263,4293,2,1,0,19,21,1,100.0,High Risk,-1,Anomaly
264,287,8,0,0,1,257,0,0.0,Low Risk,1,Normal
265,289,17,0,0,4,2726,0,0.0,Low Risk,1,Normal
266,232,11,1,0,4,1724,0,0.0,Low Risk,1,Normal
267,453,14,0,0,4,2921,0,0.0,Low Risk,1,Normal
268,379,21,0,0,2,2375,0,0.0,Low Risk,1,Normal
269,153,9,0,0,3,166,0,0.0,Low Risk,1,Normal
270,108,16,0,0,2,2740,0,0.0,Low Risk,1,Normal
271,126,19,1,0,3,2089,0,0.0,Low Risk,1,Normal
272,109,10,0,0,3,2582,0,0.0,Low Risk,1,Normal
273,247,9,0,0,3,74,0,0.0,Low Risk,1,Normal
274,336,17,0,0,2,1944,0,0.0,Low Risk,1,Normal
275,207,17,0,0,2,340,0,0.0,Low Risk,1,Normal
276,68,8,0,0,1,416,0,0.0,Low Risk,1,Normal
277,170,17,1,0,1,2789,0,0.0,Low Risk,-1,Anomaly
278,146,21,1,0,1,1631,0,0.0,Low Risk,-1,Anomaly
279,447,11,1,0,2,216,0,0.0,Low Risk,1,Normal
280,148,8,0,0,2,2350,0,0.0,Low Risk,1,Normal
281,4774,1,1,1,17,20,1,100.0,High Risk,-1,Anomaly
282,485,8,1,0,2,1908,0,0.0,Low Risk,-1,Anomaly
283,280,10,0,0,1,1642,0,0.0,Low Risk,1,Normal
284,145,18,0,0,4,2186,0,0.0,Low Risk,1,Normal
285,105,10,0,0,3,749,0,0.0,Low Risk,1,Normal
286,3075,0,1,1,11,4,1,100.0,High Risk,1,Normal
287,109,12,0,0,3,1062,0,0.0,Low Risk,1,Normal
288,261,15,0,0,4,1408,0,0.0,Low Risk,1,Normal
289,405,15,0,0,2,2994,0,0.0,Low Risk,1,Normal
290,3688,2,1,1,12,2,1,100.0,High Risk,1,Normal
291,313,11,0,0,3,165,0,0.0,Low Risk,1,Normal
292,3028,2,1,1,8,21,1,100.0,High Risk,-1,Anomaly
293,106,19,0,0,4,2935,0,0.0,Low Risk,1,Normal
294,2369,4,1,1,15,10,1,100.0,High Risk,1,Normal
295,493,16,0,1,1,1520,0,0.0,Low Risk,1,Normal
296,293,15,0,0,3,952,0,0.0,Low Risk,1,Normal
297,136,12,0,0,3,838,0,0.0,Low Risk,1,Normal
298,2839,2,1,1,18,20,1,100.0,High Risk,1,Normal
299,244,16,0,0,2,177,0,0.0,Low Risk,1,Normal
300,2137,2,1,1,19,8,1,100.0,High Risk,1,Normal
301,284,15,0,0,1,505,0,0.0,Low Risk,1,Normal
302,324,21,0,0,2,377,0,0.0,Low Risk,1,Normal
303,199,18,0,0,3,489,0,0.0,Low Risk,1,Normal
304,3397,0,1,1,17,29,1,100.0,High Risk,-1,Anomaly
305,485,14,0,0,3,609,0,0.0,Low Risk,1,Normal
306,150,17,0,1,2,866,0,0.0,Low Risk,1,Normal
307,469,9,0,0,4,1832,0,0.0,Low Risk,1,Normal
308,251,9,0,0,3,2026,0,0.0,Low Risk,1,Normal
309,274,11,0,0,2,1381,0,0.0,Low Risk,1,Normal
310,239,16,0,0,1,1808,0,0.0,Low Risk,1,Normal
311,54,13,0,0,4,2879,0,0.0,Low Risk,1,Normal
312,340,8,1,0,1,1125,0,0.0,Low Risk,-1,Anomaly
313,459,21,1,0,3,2926,0,0.0,Low Risk,-1,Anomaly
314,1950,3,1,1,13,14,1,100.0,High Risk,1,Normal
315,303,8,0,0,1,389,0,0.0,Low Risk,1,Normal
316,144,18,0,0,1,1973,0,0.0,Low Risk,1,Normal
317,93,21,0,0,2,1527,0,0.0,Low Risk,1,Normal
318,770,2,1,1,16,11,1,100.0,High Risk,1,Normal
319,294,8,0,1,3,45,0,0.0,Low Risk,1,Normal
320,2145,1,1,1,17,16,1,100.0,High Risk,1,Normal
321,226,17,0,0,2,224,0,0.0,Low Risk,1,Normal
322,1429,2,1,0,11,18,1,100.0,High Risk,-1,Anomaly
323,380,9,0,0,4,524,0,0.0,Low Risk,1,Normal
324,10,20,0,0,1,549,0,0.0,Low Risk,1,Normal
325,534,0,1,0,16,4,1,98.0,High Risk,-1,Anomaly
326,381,8,0,1,3,1911,0,0.0,Low Risk,1,Normal
327,417,16,0,0,1,2771,0,0.0,Low Risk,1,Normal
328,11,17,0,0,3,768,0,0.0,Low Risk,1,Normal
329,321,16,0,0,1,2382,0,0.0,Low Risk,1,Normal
330,268,13,0,0,1,1741,0,0.0,Low Risk,1,Normal
331,286,13,0,0,4,1728,0,0.0,Low Risk,1,Normal
332,358,13,0,0,4,1008,0,0.0,Low Risk,1,Normal
333,198,12,0,0,2,1911,0,0.0,Low Risk,1,Normal
334,133,9,0,0,2,2012,0,0.0,Low Risk,1,Normal
335,1949,3,1,1,17,23,1,100.0,High Risk,1,Normal
336,167,15,0,0,1,2448,0,0.0,Low Risk,1,Normal
337,385,9,0,0,3,2570,0,0.0,Low Risk,1,Normal
338,293,8,0,0,1,2587,0,0.0,Low Risk,1,Normal
339,3767,4,1,1,13,26,1,100.0,High Risk,1,Normal
340,201,19,0,0,4,435,0,0.0,Low Risk,1,Normal
341,2189,5,0,1,17,20,1,100.0,High Risk,-1,Anomaly
342,169,16,0,0,2,192,0,0.0,Low Risk,1,Normal
343,402,19,0,1,3,1390,0,0.0,Low Risk,1,Normal
344,382,13,0,1,1,2202,0,0.0,Low Risk,1,Normal
345,294,12,0,0,4,860,0,0.0,Low Risk,1,Normal
346,55,13,1,0,3,1031,0,0.0,Low Risk,1,Normal
347,105,12,0,0,2,1790,0,0.0,Low Risk,1,Normal
348,456,13,0,0,3,1990,0,0.0,Low Risk,1,Normal
349,2381,5,1,0,10,16,1,100.0,High Risk,-1,Anomaly
350,454,8,0,0,4,2828,0,0.0,Low Risk,1,Normal
351,242,9,0,0,2,2955,0,0.0,Low Risk,1,Normal
352,256,13,1,1,2,2133,0,0.0,Low Risk,-1,Anomaly
353,303,15,0,0,3,2815,0,0.0,Low Risk,1,Normal
354,138,19,1,1,1,790,0,0.0,Low Risk,-1,Anomaly
355,101,8,0,0,3,2149,0,0.0,Low Risk,1,Normal
356,184,8,0,0,1,337,0,0.0,Low Risk,1,Normal
357,261,18,0,0,4,2534,0,0.0,Low Risk,1,Normal
358,471,11,1,1,1,594,0,0.0,Low Risk,-1,Anomaly
359,432,18,1,0,2,2283,0,0.0,Low Risk,-1,Anomaly
360,494,14,0,0,1,412,0,0.0,Low Risk,1,Normal
361,330,13,0,0,4,1780,0,0.0,Low Risk,1,Normal
362,450,15,0,1,1,1303,0,0.0,Low Risk,1,Normal
363,261,12,0,0,3,1318,0,0.0,Low Risk,1,Normal
364,468,17,0,0,2,240,0,0.0,Low Risk,1,Normal
365,1343,4,1,1,10,26,1,100.0,High Risk,1,Normal
366,2895,2,1,1,10,6,1,100.0,High Risk,1,Normal
367,101,19,0,0,2,1829,0,0.0,Low Risk,1,Normal
368,426,17,0,0,2,2436,0,0.0,Low Risk,1,Normal
369,192,20,0,0,3,1299,0,0.0,Low Risk,1,Normal
370,400,20,0,0,2,1671,0,0.0,Low Risk,1,Normal
371,62,8,0,0,2,2131,0,0.0,Low Risk,1,Normal
372,2271,0,1,1,14,12,1,100.0,High Risk,1,Normal
373,1978,3,1,1,12,26,1,100.0,High Risk,1,Normal
374,63,8,0,0,1,2335,0,0.0,Low Risk,1,Normal
375,112,19,0,0,3,1808,0,0.0,Low Risk,1,Normal
376,47,20,0,1,1,492,0,0.0,Low Risk,-1,Anomaly
377,3060,0,1,0,12,3,1,100.0,High Risk,-1,Anomaly
378,157,12,0,0,1,2620,0,0.0,Low Risk,1,Normal
379,367,17,0,0,2,2516,0,0.0,Low Risk,1,Normal
380,268,8,0,0,2,761,0,0.0,Low Risk,1,Normal
381,172,17,0,0,3,2806,0,0.0,Low Risk,1,Normal
382,4362,5,1,1,10,5,1,100.0,High Risk,-1,Anomaly
383,480,18,0,0,1,1639,0,0.0,Low Risk,1,Normal
384,154,8,0,1,2,2845,0,0.0,Low Risk,-1,Anomaly
385,114,20,0,1,1,1439,0,0.0,Low Risk,-1,Anomaly
386,29,18,0,0,2,1139,0,0.0,Low Risk,1,Normal
387,176,9,0,0,4,2577,0,0.0,Low Risk,1,Normal
388,429,12,0,0,3,41,0,0.0,Low Risk,1,Normal
389,486,12,1,0,4,2858,0,0.0,Low Risk,-1,Anomaly
390,182,18,0,0,2,1994,0,0.0,Low Risk,1,Normal
391,358,16,0,0,4,1489,0,0.0,Low Risk,1,Normal
392,121,10,0,0,3,2067,0,0.0,Low Risk,1,Normal
393,99,18,0,0,2,2979,0,0.0,Low Risk,1,Normal
394,234,13,0,0,4,374,0,0.0,Low Risk,1,Normal
395,384,17,0,1,4,1181,0,0.0,Low Risk,1,Normal
396,1424,4,1,1,9,16,1,100.0,High Risk,1,Normal
397,462,21,0,0,4,458,0,0.0,Low Risk,1,Normal
398,247,13,0,0,3,1986,0,0.0,Low Risk,1,Normal
399,187,16,0,0,1,2518,0,0.0,Low Risk,1,Normal
400,469,18,0,0,3,2445,0,0.0,Low Risk,1,Normal
401,137,15,0,0,3,1943,0,0.0,Low Risk,1,Normal
402,2090,3,1,1,10,15,1,100.0,High Risk,1,Normal
403,51,17,0,0,4,2160,0,0.0,Low Risk,1,Normal
404,3596,4,1,1,17,8,1,100.0,High Risk,1,Normal
405,235,12,0,0,3,1243,0,0.0,Low Risk,1,Normal
406,305,16,0,0,2,446,0,0.0,Low Risk,1,Normal
407,161,21,0,1,4,1045,0,0.0,Low Risk,1,Normal
408,207,11,0,0,3,2445,0,0.0,Low Risk,1,Normal
409,102,13,0,0,4,1401,0,0.0,Low Risk,1,Normal
410,471,10,0,1,1,1217,0,0.0,Low Risk,1,Normal
411,136,21,0,0,4,46,0,0.0,Low Risk,1,Normal
412,369,20,0,1,3,2453,0,0.0,Low Risk,1,Normal
413,395,16,0,1,1,936,0,0.0,Low Risk,1,Normal
414,61,13,0,0,2,1013,0,0.0,Low Risk,1,Normal
415,290,8,0,0,4,486,0,0.0,Low Risk,1,Normal
416,32,14,0,0,2,1603,0,0.0,Low Risk,1,Normal
417,450,8,0,0,2,434,0,0.0,Low Risk,1,Normal
418,345,9,0,0,3,647,0,0.0,Low Risk,1,Normal
419,280,12,0,0,2,1629,0,0.0,Low Risk,1,Normal
420,242,18,0,0,3,2959,0,0.0,Low Risk,1,Normal
421,389,13,0,1,4,1239,0,0.0,Low Risk,1,Normal
